Ats System Code,Location Code,Location Name,Beds Number,Managed By Name,Location Type Description,School Type,Has A Kinder Garden,Has A Pre K,Grades At The School,Date The School Building Opened,Year The School Building Opened,Age of The School Building,X Coordinate,Y Coordinate,Community District,Council District,Census Tract,Borough Block Lot,NTA,Neighborhood,Principal Name,Geographical District Code,Admin District Location Code,Lat,Lon,Pre K Seats Available,Pre K Applicants,Pre K offers,Pre K Admissions Rate,Kindergarten Seats Available,Kindergarten Applicants,Kindergarten offers,Kindergarten Admissions Rate,Grade 6 Seats Available,Grade 6 Applicants,Grade 6 offers,Grade 6 Admissions Rate,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 offers,Grade 9 Admissions Rate, Pre K Total Enrollment Including Half Day And Full Day,Number of Female Students in Prek,Percentage of Female Students in Prek,Number of Male Students in Prek,Percentage of Male Students in Prek,Number of Asian Students in Prek,Percentage of Asian Students in Prek,Number of Black Students in Prek,Percentage of Black Students in Prek,Number of Hispanic Students in Prek,Percentage of Hispanic Students in Prek,Number of Students with a Race listed as Other in Prek,Percentage of Students with a Race listed as Other in Prek,Number of White Students in Prek,Percentage of White Students in Prek,Number of K Through 8 Students Who Passed The State English Language Arts Exams,Percentage of K Through 8 Students Who Passed The State English Language Arts Exams,Number of K Through 8 Students Who Passed The State Math Exam,Percentage of K Through 8 Students Who Passed The State Math Exam,Does the Schol Have A Gifted And Talented Program,Total Number of Removals and Suspensions,Kindergarten General Education Average Class Size,Kindergarten Integrated Co-Teaching And Gifted and Talented Average Class Size ,Kindergarten Gifted and Talented Average Class Size ,Kindergarten Integrated Co-Teaching Average Class Size ,Full Time Licensed Pe Teachers,Type of Physical Education Space,Is Physical Education Space Shared With Other Schools,Is the Physical Education Space Inside or Outside,Is Physical Education Space Space Used For Any Other Purpose Beside Physical Education,Does the School have an Auditorium,Does the School have a Library,"Total Number of Teachers, Administrators and Support Staff",Total Expense Budget,PTA Funding,PTA Funding Per Student,Total Enrollment,Number of Students In Grade K,Number of Students In Grade 1,Number of Students In Grade 2,Number of Students In Grade 3,Number of Students In Grade 4,Number of Students In Grade 5,Number of Students In Grade 6,Number of Students In Grade 7,Number of Students In Grade 8,Number of Students In Grade 9,Number of Students In Grade 10,Number of Students In Grade 11,Number of Students In Grade 12,Number of Female Students,Percentage of Female Students,Number of Male Students,Percentage of Male Students,Number of Asian Students,Percentage of Asian Students,Number of Black Students,Percentage of Black Students,Number of Hispanic Students,Percentage of Hispanic Students,Number of Multiple Race Categories Not Represented,Percentage of Multiple Race Categories Not Represented,Number of White Students,Percentage of White Students,Number of Students With Disabilities,Percentage of Students With Disabilities,Number of English Language Learners,Percentage of English Language Learners,Number of Students In Poverty,Percentage of  Students In Poverty,Economic Need Index,Average Daily Breakfast Participation,Average Daily Lunch Participation,Number of Salad Bars,Elementary Admissions Methods,Elementary School Admissions Methods Description,Does the School have a Gifted and Talented Program in Kindergarten,Did The School Make offers To Students Who Live Outside The Zone,Type of Dual Language Programs,Phone Number,Address,Number of Guidance Counselors,Number of Social Workers,Is the School Co Located,How Accessible is the School,All Four Arts Disciplines Provided to Grades 1 through 5
06M368,M368,Hamilton Heights School,311000000000,DOE,General Academic,Elementary,YES,NO,"0K,01,02,03,04,05",39264,2007,11,998752,240403,109,7,23300,1020780019,MN04,Hamilton Heights                                                           ,DEIRDRE BUDD,6,M806,40.826514,-73.947599,No Pre K,No Pre K,No Pre K,No Pre K,50,119,45,37.82%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,NO,0,15,0,0,0,0,DANCE ROOM,Y,Inside,N,NO,NO,23,2034621,0,0,171,15,23,34,35,30,34,0,0,0,0,0,0,0,82,47.95%,89,52.05%,7,4.09%,34,19.88%,91,53.22%,11,6.43%,28,16.37%,29,16.96%,28,16.37%,120,70.18%,0.7429414988,63,104,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,212-862-9940,"1750 AMSTERDAM AVENUE, MANHATTAN NY 10031",0.4,0,YES,Partially Accessible,No
06M513,M513,Castle Bridge School,311000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",41091,2012,6,1001211,245694,112,10,25100,1021250001,MN36,Washington Heights South                                                   ,Julia Zuckerman,6,M806,40.841032,-73.938701,18,217,18,8.29%,36,276,24,8.70%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,18,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,11,61.11%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,NO,0,0,0,0,0,1,MULTI-PURPOSE ROOM,Y,Inside,Y,NO,NO,44,3404099,0,0,229,33,44,25,36,30,43,0,0,0,0,0,0,0,123,53.71%,106,46.29%,4,1.75%,23,10.04%,151,65.94%,10,4.37%,41,17.90%,77,33.62%,69,30.13%,151,65.94%,0.6897379756,16,122,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,SPANISH,212-740-4701,"560 WEST 169 STREET, MANHATTAN NY 10032",0,1,YES,Partially Accessible,No
07X001,X001,P.S. 001 Courtlandt School,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",22463,1961,57,1006494,237792,201,17,6700,2024110119,BX34,Melrose South-Mott Haven North                                             ,JORGE PERDOMO,7,X807,40.819331,-73.919634,36,187,36,19.25%,100,243,89,36.63%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,65,29,44.62%,36,55.38%,suppressed for privacy concerns,suppressed for privacy concerns,14,21.54%,50,76.92%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,73,26.26%,56,19.44%,NO,Redacted for privacy concerns,23.33333,0,0,23,2,GYMNASIUM,N,Inside,N,NO,NO,94,8822233,0,0,663,103,105,96,91,103,100,0,0,0,0,0,0,0,324,48.87%,339,51.13%,3,0.45%,149,22.47%,501,75.57%,0,0.00%,10,1.51%,146,22.02%,187,28.21%,652,98.34%,0.95941782,532,512,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-299-3700,"335 EAST 152 STREET, BRONX NY 10451",2,1,NO,Not Accessible,Yes
07X005,X005,P.S. 5 Port Morris,321000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",22463,1961,57,1009617,235815,201,8,7300,2026420001,BX34,Melrose South-Mott Haven North                                             ,DANIELLE KEANE,7,X807,40.813896,-73.908358,18,135,18,13.33%,75,222,68,30.63%,90,212,91,0.429245283,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,36,18,50.00%,18,50.00%,suppressed for privacy concerns,suppressed for privacy concerns,7,19.44%,26,72.22%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,85,19.10%,67,14.89%,NO,28,20.66666,0,0,0,1,GYMNASIUM,N,Inside,N,NO,NO,94,9127743,0,0,722,62,68,67,74,70,78,96,99,72,0,0,0,0,349,48.34%,373,51.66%,3,0.42%,198,27.42%,494,68.42%,6,0.83%,21,2.91%,161,22.30%,168,23.27%,689,95.43%,0.9503933787,333,604,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,SPANISH,718-292-2683,"564 JACKSON AVENUE, BRONX NY 10455",1,5,NO,Not Accessible,No
07X018,X018,P.S. 018 John Peter Zenger,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",19176,1952,66,1005647,236712,201,8,5100,2023240008,BX39,Mott Haven-Port Morris                                                     ,Lauren Sewell Walker,7,X807,40.816369,-73.922697,36,116,36,31.03%,100,251,97,38.65%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,35,23,65.71%,12,34.29%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,23,65.71%,suppressed for privacy concerns,suppressed for privacy concerns,7,20.00%,65,23.21%,69,23.96%,NO,7,19.33333,0,0,22,1,GYMNASIUM,N,Inside,N,NO,NO,82.6,7239619,0,0,603,86,82,103,113,89,95,0,0,0,0,0,0,0,294,48.76%,309,51.24%,10,1.66%,151,25.04%,411,68.16%,6,1.00%,25,4.15%,148,24.54%,179,29.68%,589,97.68%,0.9615356326,412,408,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,SPANISH,718-292-2868,"502 MORRIS AVENUE, BRONX NY 10451",1,1,NO,Not Accessible,Yes
07X025,X025,P.S. 025 Bilingual School,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",-912,1897,121,1010339,235451,201,8,7900,2026640001,BX34,Melrose South-Mott Haven North                                             ,Carmen Toledo-Guerrero,7,X807,40.812895,-73.905751,36,149,36,24.16%,75,180,68,37.78%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,51,27,52.94%,24,47.06%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,47,92.16%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,70,36.08%,86,43.88%,NO,0,26,0,0,24,1,MULTI-PURPOSE CLASSROOM,N,Inside,Y,NO,NO,86,8397808,0,0,540,86,92,76,76,92,67,0,0,0,0,0,0,0,251,46.48%,289,53.52%,7,1.30%,53,9.81%,471,87.22%,2,0.37%,7,1.30%,149,27.59%,87,16.11%,513,95.00%,0.9084537029,184,469,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-2995,"811 EAST 149 STREET, BRONX NY 10455",2,1,NO,Not Accessible,Yes
07X029,X029,P.S./M.S. 029 Melrose School,321000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",23193,1963,55,1007383,238599,201,17,6900,2024030001,BX34,Melrose South-Mott Haven North                                             ,Deborah Sanabria,7,X807,40.821544,-73.916419,28,174,28,16.09%,75,195,77,39.49%,73,278,89,0.320143885,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,62,25,40.32%,37,59.68%,suppressed for privacy concerns,suppressed for privacy concerns,24,38.71%,32,51.61%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,81,16.84%,67,13.84%,NO,105,23,0,0,20,1,DANCE ROOM,N,Inside,N,NO,NO,111.5,10050472,0,0,792,71,70,88,80,78,89,82,89,83,0,0,0,0,375,47.35%,417,52.65%,12,1.52%,237,29.92%,523,66.04%,11,1.39%,9,1.14%,160,20.20%,101,12.75%,732,92.42%,0.9345391393,177,516,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-3785,"758 COURTLANDT AVENUE, BRONX NY 10451",2,3,NO,Not Accessible,Yes
07X030,X030,P.S. 030 Wilton,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",8949,1924,94,1007111,234037,201,8,3900,2022670015,BX39,Mott Haven-Port Morris                                                     ,Debra Michaux,7,X807,40.809023,-73.917417,54,135,54,40.00%,75,155,63,40.65%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,54,27,50.00%,27,50.00%,suppressed for privacy concerns,suppressed for privacy concerns,16,29.63%,38,70.37%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,59,22.96%,48,18.46%,NO,14,21.5,0,0,18,1,GYMNASIUM,Y,Inside,N,NO,NO,79,7480488,0,0,559,65,77,84,89,87,103,0,0,0,0,0,0,0,292,52.24%,267,47.76%,7,1.25%,126,22.54%,408,72.99%,5,0.89%,13,2.33%,108,19.32%,109,19.50%,512,91.59%,0.9408336282,227,417,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,SPANISH,718-292-8817,"510 EAST 141 STREET, BRONX NY 10454",2,1,YES,Not Accessible,Yes
07X031,X031,P.S./M.S. 031 The William Lloyd Garrison,321000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",-120,1899,119,1006076,238973,204,17,6100,2024430190,BX14,East Concourse-Concourse Village                                           ,WILLIAM HEWLETT  JR,7,X807,40.822574,-73.92114,36,121,36,29.75%,75,160,59,36.88%,78,196,90,0.459183673,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,47,19,40.43%,28,59.57%,suppressed for privacy concerns,suppressed for privacy concerns,10,21.28%,33,70.21%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,78,19.50%,70,17.50%,NO,16,23.5,0,0,25,1,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,NO,NO,80,9004249,0,0,708,76,70,84,61,67,65,77,84,77,0,0,0,0,319,45.06%,389,54.94%,20,2.82%,194,27.40%,470,66.38%,6,0.85%,18,2.54%,174,24.58%,99,13.98%,646,91.24%,0.9136793613,257,471,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-4397,"250 EAST 156 STREET, BRONX NY 10451",2,3,YES,Partially Accessible,No
07X043,X043,P.S. 043 Jonas Bronck,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",2374,1906,112,1005956,233099,201,8,2500,2022800040,BX39,Mott Haven-Port Morris                                                     ,DR. GIOVANNA DELUCCHI,7,X807,40.806452,-73.921593,46,121,46,38.02%,50,138,47,34.06%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,71,36,50.70%,35,49.30%,suppressed for privacy concerns,suppressed for privacy concerns,12,16.90%,58,81.69%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,92,42.59%,83,38.60%,NO,Redacted for privacy concerns,24.5,0,0,0,1,DANCE ROOM,Y,Inside,N,NO,NO,69,6741775,0,0,471,52,55,67,71,83,72,0,0,0,0,0,0,0,248,52.65%,223,47.35%,2,0.42%,125,26.54%,338,71.76%,1,0.21%,5,1.06%,97,20.59%,67,14.23%,446,94.69%,0.9278789759,188,326,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-4502,"165 BROWN PLACE, BRONX NY 10454",1,0,YES,Not Accessible,Yes
07X049,X049,P.S. 049 Willis Avenue,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",23924,1965,53,1005640,234542,201,8,3900,2023020040,BX39,Mott Haven-Port Morris                                                     ,Frank Hernandez,7,X807,40.810413,-73.92273,54,195,54,27.69%,125,250,108,43.20%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,81,38,46.91%,43,53.09%,suppressed for privacy concerns,suppressed for privacy concerns,22,27.16%,58,71.60%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,95,35.19%,146,53.68%,NO,21,17.25,0,0,23,1,DANCE ROOM,Y,Inside,N,NO,NO,90,8386739,0,0,657,98,98,98,109,85,88,0,0,0,0,0,0,0,305,46.42%,352,53.58%,3,0.46%,168,25.57%,474,72.15%,7,1.07%,5,0.76%,180,27.40%,94,14.31%,634,96.50%,0.9433698654,276,504,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,SPANISH,718-292-4623,"383 EAST 139 STREET, BRONX NY 10454",2,1,YES,Not Accessible,Yes
07X065,X065,P.S. 065 Mother Hale Academy,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",8949,1924,94,1008457,233635,201,8,3300,2025710001,BX39,Mott Haven-Port Morris                                                     ,Jasmine Gonzalez,7,X807,40.807916,-73.912557,36,92,36,39.13%,75,143,58,40.56%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,35,17,48.57%,18,51.43%,suppressed for privacy concerns,suppressed for privacy concerns,15,42.86%,17,48.57%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,42,25.61%,47,28.83%,NO,Redacted for privacy concerns,18,0,0,24,1,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,NO,NO,59.6,5262718,0,0,395,63,59,66,63,48,61,0,0,0,0,0,0,0,204,51.65%,191,48.35%,7,1.77%,136,34.43%,239,60.51%,8,2.03%,5,1.27%,86,21.77%,45,11.39%,388,98.23%,0.9775544405,113,301,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-4628,"677 EAST 141 STREET, BRONX NY 10454",1.6,1,YES,Fully Accessible,Yes
07X154,X154,P.S. 154 Jonathan D. Hyatt,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",22828,1962,56,1004885,233733,201,8,2300,2022980001,BX39,Mott Haven-Port Morris                                                     ,Dr. Alison Coviello,7,X807,40.808194,-73.925459,36,70,34,48.57%,50,120,48,40.00%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,31,22,70.97%,9,29.03%,suppressed for privacy concerns,suppressed for privacy concerns,17,54.84%,14,45.16%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,72,42.86%,64,38.10%,NO,Redacted for privacy concerns,24,0,0,25,1,DANCE ROOM,Y,Inside,N,NO,NO,55,5247392,0,0,370,49,56,59,55,59,61,0,0,0,0,0,0,0,183,49.46%,187,50.54%,1,0.27%,150,40.54%,211,57.03%,4,1.08%,4,1.08%,80,21.62%,36,9.73%,360,97.30%,0.9484865069,222,305,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-4742,"333 EAST 135 STREET, BRONX NY 10454",2,0,YES,Not Accessible,Yes
07X157,X157,P.S. 157 Grove Hill,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",24654,1967,51,1009447,237827,201,17,7500,2026250001,BX34,Melrose South-Mott Haven North                                             ,RAMONA DURAN,7,X807,40.819419,-73.908965,54,80,54,67.50%,100,147,92,62.59%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,53,29,54.72%,24,45.28%,suppressed for privacy concerns,suppressed for privacy concerns,7,13.21%,39,73.58%,7,13.21%,suppressed for privacy concerns,suppressed for privacy concerns,84,30.22%,88,31.32%,NO,Redacted for privacy concerns,21.33333,0,0,24,1,DANCE ROOM,N,Inside,N,NO,NO,79,7438949,0,0,644,94,93,104,105,106,89,0,0,0,0,0,0,0,303,47.05%,341,52.95%,1,0.16%,202,31.37%,422,65.53%,17,2.64%,2,0.31%,132,20.50%,64,9.94%,618,95.96%,0.8983307481,143,473,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-5255,"757 CAULDWELL AVENUE, BRONX NY 10456",1,2,NO,Not Accessible,Yes
07X161,X161,P.S. 161 Juan Ponce De Leon School,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",25020,1968,50,1010482,235915,201,8,7900,2026640029,BX34,Melrose South-Mott Haven North                                             ,Eliamarie Soto,7,X807,40.814168,-73.905233,48,133,42,31.58%,75,170,59,34.71%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,68,32,47.06%,36,52.94%,suppressed for privacy concerns,suppressed for privacy concerns,12,17.65%,54,79.41%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,69,33.82%,58,28.71%,NO,44,22.5,0,0,22,0,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,NO,NO,79,8103285,0,0,523,67,81,82,80,76,69,0,0,0,0,0,0,0,236,45.12%,287,54.88%,2,0.38%,123,23.52%,382,73.04%,7,1.34%,9,1.72%,135,25.81%,85,16.25%,500,95.60%,0.9268049598,203,402,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,SPANISH,718-292-5478,"628 TINTON AVENUE, BRONX NY 10455",3,1,YES,Not Accessible,No
07X179,X179,P.S. 179,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",37073,2001,17,1006459,234057,201,8,3900,2022840034,BX39,Mott Haven-Port Morris                                                     ,SHERRY FONT WILLIAMS,7,X807,40.80908,-73.919773,18,82,18,21.95%,50,116,31,26.72%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,24,8,33.33%,16,66.67%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,20,83.33%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,22,14.67%,NO,6,23,0,0,22,1,GYM/AUD/CAFETERIA,Y,Inside,Y,NO,NO,47.4,4514523,0,0,332,45,49,63,52,46,53,0,0,0,0,0,0,0,155,46.69%,177,53.31%,3,0.90%,50,15.06%,274,82.53%,3,0.90%,2,0.60%,71,21.39%,92,27.71%,321,96.69%,0.9425030351,121,224,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-2237,"468 EAST 140 STREET, BRONX NY 10454",1.4,0,YES,Partially Accessible,No
07X277,X277,P.S. 277,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",36342,1999,19,1008091,235627,201,8,4300,2022740023,BX39,Mott Haven-Port Morris                                                     ,NATASHA BRACEY-FERGUSON,7,X807,40.813385,-73.913872,54,126,43,34.13%,75,157,68,43.31%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,72,33,45.83%,39,54.17%,suppressed for privacy concerns,suppressed for privacy concerns,12,16.67%,57,79.17%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,60,31.58%,70,35.71%,NO,11,24,0,0,0,1,DANCE ROOM,Y,Inside,N,NO,NO,65,6344825,0,0,488,72,75,58,76,64,71,0,0,0,0,0,0,0,227,46.52%,261,53.48%,5,1.02%,111,22.75%,359,73.57%,11,2.25%,2,0.41%,94,19.26%,73,14.96%,451,92.42%,0.9327827692,195,372,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-3594,"519 ST ANNS AVENUE, BRONX NY 10455",0,2,YES,Not Accessible,No
07X359,X359,Concourse Village Elementary School,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",41456,2013,5,1005692,239133,204,17,6100,2024430079,BX14,East Concourse-Concourse Village                                           ,Alexa Sorden,7,X807,40.823014,-73.922527,18,204,18,8.82%,75,379,71,18.73%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,33,17,51.52%,16,48.48%,suppressed for privacy concerns,suppressed for privacy concerns,11,33.33%,21,63.64%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,122,87.77%,125,88.03%,YES,0,18,0,0,21.5,0,DANCE ROOM,Y,Inside,N,NO,NO,44,4011112,0,0,356,60,49,64,61,49,40,0,0,0,0,0,0,0,174,48.88%,182,51.12%,3,0.84%,115,32.30%,226,63.48%,4,1.12%,8,2.25%,68,19.10%,61,17.13%,315,88.48%,0.8302275538,95,227,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-402-7503,"750 CONCOURSE VILLAGE WEST, BRONX NY 10451",1,1,YES,Partially Accessible,No
07X369,X369,Young Leaders Elementary School,321000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",39630,2008,10,1006459,234057,201,8,3900,2022840034,BX39,Mott Haven-Port Morris                                                     ,Jaleelah Cooke,7,X807,40.80908,-73.919773,30,122,30,24.59%,50,173,43,24.86%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,41,17,41.46%,24,58.54%,suppressed for privacy concerns,suppressed for privacy concerns,7,17.07%,32,78.05%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,24,20.51%,NO,27,0,0,0,23,0,GYM/AUD/CAFETERIA,Y,Inside,Y,NO,NO,52.02,4659371,0,0,261,37,30,36,34,43,40,0,0,0,0,0,0,0,120,45.98%,141,54.02%,0,0.00%,50,19.16%,203,77.78%,4,1.53%,4,1.53%,86,32.95%,97,37.16%,254,97.32%,0.9529195428,131,204,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-292-7391,"468 EAST 140 STREET, BRONX NY 10454",1,0,YES,Partially Accessible,No
08X014,X014,P.S. X014 Senator John Calandra,321000000000,DOE,General Academic,Elementary,YES,NO,"0K,01,02,03,04,05,SE",10410,1928,90,1032322,243654,210,13,18400,2053130092,BX52,Schuylerville-Throgs Neck-Edgewater Park                                   ,Ira Schulman,8,X808,40.835318,-73.826277,No Pre K,No Pre K,No Pre K,No Pre K,125,284,133,46.83%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,169,58.68%,159,54.45%,NO,Redacted for privacy concerns,25.5,0,0,23,1,GYMNASIUM,N,Inside,N,NO,NO,61,5745121,0,0,547,74,68,96,114,106,89,0,0,0,0,0,0,0,282,51.55%,265,48.45%,20,3.66%,30,5.48%,374,68.37%,10,1.83%,113,20.66%,109,19.93%,36,6.58%,369,67.46%,0.5071828365,136,336,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-822-5341,"3047 BRUCKNER BOULEVARD, BRONX NY 10461",1,0,NO,Not Accessible,No
